full.name,PA,run,algo,expl.var,rand,var.imp,Predictor_variable,Group
Culicoides_PA1_RUN3_RF,PA1,RUN3,RF,deciduous broadleaf trees ,3,5.04E-04,Deciduous Broadleaf Trees ,Land Use
Culicoides_PA1_RUN3_RF,PA1,RUN3,RF,deciduous broadleaf trees ,4,5.42E-04,Deciduous Broadleaf Trees ,Land Use
Culicoides_PA1_RUN3_RF,PA1,RUN3,RF,deciduous broadleaf trees ,5,5.06E-04,Deciduous Broadleaf Trees ,Land Use
Culicoides_PA1_RUN4_RF,PA1,RUN4,RF,deciduous broadleaf trees ,1,6.12E-04,Deciduous Broadleaf Trees ,Land Use
Culicoides_PA1_RUN4_RF,PA1,RUN4,RF,deciduous broadleaf trees ,2,5.44E-04,Deciduous Broadleaf Trees ,Land Use
Culicoides_PA1_RUN4_RF,PA1,RUN4,RF,deciduous broadleaf trees ,3,5.73E-04,Deciduous Broadleaf Trees ,Land Use
Culicoides_PA1_RUN4_RF,PA1,RUN4,RF,deciduous broadleaf trees ,4,6.00E-04,Deciduous Broadleaf Trees ,Land Use
Culicoides_PA1_RUN4_RF,PA1,RUN4,RF,deciduous broadleaf trees ,5,5.40E-04,Deciduous Broadleaf Trees ,Land Use
Culicoides_PA1_allRun_RF,PA1,allRun,RF,deciduous broadleaf trees ,1,0.001063,Deciduous Broadleaf Trees ,Land Use
Culicoides_PA1_allRun_RF,PA1,allRun,RF,deciduous broadleaf trees ,2,0.001107,Deciduous Broadleaf Trees ,Land Use
Culicoides_PA1_allRun_RF,PA1,allRun,RF,deciduous broadleaf trees ,3,0.00112,Deciduous Broadleaf Trees ,Land Use
Culicoides_PA1_allRun_RF,PA1,allRun,RF,deciduous broadleaf trees ,4,9.57E-04,Deciduous Broadleaf Trees ,Land Use
Culicoides_PA1_allRun_RF,PA1,allRun,RF,deciduous broadleaf trees ,5,0.001154,Deciduous Broadleaf Trees ,Land Use
Culicoides_PA2_RUN1_RF,PA2,RUN1,RF,deciduous broadleaf trees ,1,0.001498,Deciduous Broadleaf Trees ,Land Use
Culicoides_PA2_RUN1_RF,PA2,RUN1,RF,deciduous broadleaf trees ,2,0.00165,Deciduous Broadleaf Trees ,Land Use
Culicoides_PA2_RUN1_RF,PA2,RUN1,RF,deciduous broadleaf trees ,3,0.001404,Deciduous Broadleaf Trees ,Land Use
Culicoides_PA2_RUN1_RF,PA2,RUN1,RF,deciduous broadleaf trees ,4,0.001645,Deciduous Broadleaf Trees ,Land Use
Culicoides_PA2_RUN1_RF,PA2,RUN1,RF,deciduous broadleaf trees ,5,0.001551,Deciduous Broadleaf Trees ,Land Use
Culicoides_PA2_RUN3_RF,PA2,RUN3,RF,deciduous broadleaf trees ,1,8.43E-04,Deciduous Broadleaf Trees ,Land Use
Culicoides_PA2_RUN3_RF,PA2,RUN3,RF,deciduous broadleaf trees ,2,8.38E-04,Deciduous Broadleaf Trees ,Land Use
Culicoides_PA2_RUN3_RF,PA2,RUN3,RF,deciduous broadleaf trees ,3,0.001094,Deciduous Broadleaf Trees ,Land Use
Culicoides_PA2_RUN3_RF,PA2,RUN3,RF,deciduous broadleaf trees ,4,9.18E-04,Deciduous Broadleaf Trees ,Land Use
Culicoides_PA2_RUN3_RF,PA2,RUN3,RF,deciduous broadleaf trees ,5,8.17E-04,Deciduous Broadleaf Trees ,Land Use
Culicoides_PA2_RUN4_RF,PA2,RUN4,RF,deciduous broadleaf trees ,1,0.001322,Deciduous Broadleaf Trees ,Land Use
Culicoides_PA2_RUN4_RF,PA2,RUN4,RF,deciduous broadleaf trees ,2,0.001333,Deciduous Broadleaf Trees ,Land Use
Culicoides_PA2_RUN4_RF,PA2,RUN4,RF,deciduous broadleaf trees ,3,0.001338,Deciduous Broadleaf Trees ,Land Use
Culicoides_PA2_RUN4_RF,PA2,RUN4,RF,deciduous broadleaf trees ,4,0.001322,Deciduous Broadleaf Trees ,Land Use
Culicoides_PA2_RUN4_RF,PA2,RUN4,RF,deciduous broadleaf trees ,5,0.001364,Deciduous Broadleaf Trees ,Land Use
Culicoides_PA2_allRun_RF,PA2,allRun,RF,deciduous broadleaf trees ,1,0.002171,Deciduous Broadleaf Trees ,Land Use
Culicoides_PA2_allRun_RF,PA2,allRun,RF,deciduous broadleaf trees ,2,0.002226,Deciduous Broadleaf Trees ,Land Use
Culicoides_PA2_allRun_RF,PA2,allRun,RF,deciduous broadleaf trees ,3,0.002088,Deciduous Broadleaf Trees ,Land Use
Culicoides_PA2_allRun_RF,PA2,allRun,RF,deciduous broadleaf trees ,4,0.002138,Deciduous Broadleaf Trees ,Land Use
Culicoides_PA2_allRun_RF,PA2,allRun,RF,deciduous broadleaf trees ,5,0.002289,Deciduous Broadleaf Trees ,Land Use
Culicoides_PA3_RUN1_RF,PA3,RUN1,RF,deciduous broadleaf trees ,1,0.001133,Deciduous Broadleaf Trees ,Land Use
Culicoides_PA3_RUN1_RF,PA3,RUN1,RF,deciduous broadleaf trees ,2,0.001146,Deciduous Broadleaf Trees ,Land Use
Culicoides_PA3_RUN1_RF,PA3,RUN1,RF,deciduous broadleaf trees ,3,0.001023,Deciduous Broadleaf Trees ,Land Use
Culicoides_PA3_RUN1_RF,PA3,RUN1,RF,deciduous broadleaf trees ,4,0.001313,Deciduous Broadleaf Trees ,Land Use
Culicoides_PA3_RUN1_RF,PA3,RUN1,RF,deciduous broadleaf trees ,5,0.001329,Deciduous Broadleaf Trees ,Land Use
Culicoides_PA3_RUN3_RF,PA3,RUN3,RF,deciduous broadleaf trees ,1,9.43E-04,Deciduous Broadleaf Trees ,Land Use
Culicoides_PA3_RUN3_RF,PA3,RUN3,RF,deciduous broadleaf trees ,2,8.64E-04,Deciduous Broadleaf Trees ,Land Use
Culicoides_PA3_RUN3_RF,PA3,RUN3,RF,deciduous broadleaf trees ,3,8.91E-04,Deciduous Broadleaf Trees ,Land Use
Culicoides_PA3_RUN3_RF,PA3,RUN3,RF,deciduous broadleaf trees ,4,8.31E-04,Deciduous Broadleaf Trees ,Land Use
Culicoides_PA3_RUN3_RF,PA3,RUN3,RF,deciduous broadleaf trees ,5,8.40E-04,Deciduous Broadleaf Trees ,Land Use
Culicoides_PA3_RUN4_RF,PA3,RUN4,RF,deciduous broadleaf trees ,1,0.001387,Deciduous Broadleaf Trees ,Land Use
Culicoides_PA3_RUN4_RF,PA3,RUN4,RF,deciduous broadleaf trees ,2,0.001317,Deciduous Broadleaf Trees ,Land Use
Culicoides_PA3_RUN4_RF,PA3,RUN4,RF,deciduous broadleaf trees ,3,0.001441,Deciduous Broadleaf Trees ,Land Use
Culicoides_PA3_RUN4_RF,PA3,RUN4,RF,deciduous broadleaf trees ,4,0.00155,Deciduous Broadleaf Trees ,Land Use
Culicoides_PA3_RUN4_RF,PA3,RUN4,RF,deciduous broadleaf trees ,5,0.001623,Deciduous Broadleaf Trees ,Land Use
Culicoides_PA3_allRun_RF,PA3,allRun,RF,deciduous broadleaf trees ,1,0.002184,Deciduous Broadleaf Trees ,Land Use
Culicoides_PA3_allRun_RF,PA3,allRun,RF,deciduous broadleaf trees ,2,0.002037,Deciduous Broadleaf Trees ,Land Use
Culicoides_PA3_allRun_RF,PA3,allRun,RF,deciduous broadleaf trees ,3,0.002139,Deciduous Broadleaf Trees ,Land Use
Culicoides_PA3_allRun_RF,PA3,allRun,RF,deciduous broadleaf trees ,4,0.002001,Deciduous Broadleaf Trees ,Land Use
Culicoides_PA3_allRun_RF,PA3,allRun,RF,deciduous broadleaf trees ,5,0.002173,Deciduous Broadleaf Trees ,Land Use
Culicoides_allData_allRun_RF,allData,allRun,RF,deciduous broadleaf trees ,1,7.39E-04,Deciduous Broadleaf Trees ,Land Use
Culicoides_allData_allRun_RF,allData,allRun,RF,deciduous broadleaf trees ,2,8.16E-04,Deciduous Broadleaf Trees ,Land Use
Culicoides_allData_allRun_RF,allData,allRun,RF,deciduous broadleaf trees ,3,7.47E-04,Deciduous Broadleaf Trees ,Land Use
Culicoides_allData_allRun_RF,allData,allRun,RF,deciduous broadleaf trees ,4,7.27E-04,Deciduous Broadleaf Trees ,Land Use
Culicoides_allData_allRun_RF,allData,allRun,RF,deciduous broadleaf trees ,5,7.57E-04,Deciduous Broadleaf Trees ,Land Use
Culicoides_PA1_RUN1_RF,PA1,RUN1,RF,elevation ,1,0.001999,Elevation ,Land Use
Culicoides_PA1_RUN1_RF,PA1,RUN1,RF,elevation ,2,0.001913,Elevation ,Land Use
Culicoides_PA1_RUN1_RF,PA1,RUN1,RF,elevation ,3,0.001793,Elevation ,Land Use
Culicoides_PA1_RUN1_RF,PA1,RUN1,RF,elevation ,4,0.001891,Elevation ,Land Use
Culicoides_PA1_RUN1_RF,PA1,RUN1,RF,elevation ,5,0.001888,Elevation ,Land Use
Culicoides_PA1_RUN3_RF,PA1,RUN3,RF,elevation ,1,5.98E-04,Elevation ,Land Use
Culicoides_PA1_RUN3_RF,PA1,RUN3,RF,elevation ,2,7.48E-04,Elevation ,Land Use
Culicoides_PA1_RUN3_RF,PA1,RUN3,RF,elevation ,3,5.42E-04,Elevation ,Land Use
Culicoides_PA1_RUN3_RF,PA1,RUN3,RF,elevation ,4,7.18E-04,Elevation ,Land Use
Culicoides_PA1_RUN3_RF,PA1,RUN3,RF,elevation ,5,7.18E-04,Elevation ,Land Use
Culicoides_PA1_RUN4_RF,PA1,RUN4,RF,elevation ,1,0.002234,Elevation ,Land Use
Culicoides_PA1_RUN4_RF,PA1,RUN4,RF,elevation ,2,0.002228,Elevation ,Land Use
Culicoides_PA1_RUN4_RF,PA1,RUN4,RF,elevation ,3,0.002683,Elevation ,Land Use
Culicoides_PA1_RUN4_RF,PA1,RUN4,RF,elevation ,4,0.002022,Elevation ,Land Use
Culicoides_PA1_RUN4_RF,PA1,RUN4,RF,elevation ,5,0.002486,Elevation ,Land Use
Culicoides_PA1_allRun_RF,PA1,allRun,RF,elevation ,1,0.001284,Elevation ,Land Use
Culicoides_PA1_allRun_RF,PA1,allRun,RF,elevation ,2,0.0018,Elevation ,Land Use
Culicoides_PA1_allRun_RF,PA1,allRun,RF,elevation ,3,0.001767,Elevation ,Land Use
Culicoides_PA1_allRun_RF,PA1,allRun,RF,elevation ,4,0.001756,Elevation ,Land Use
Culicoides_PA1_allRun_RF,PA1,allRun,RF,elevation ,5,0.001406,Elevation ,Land Use
Culicoides_PA2_RUN1_RF,PA2,RUN1,RF,elevation ,1,0.001247,Elevation ,Land Use
Culicoides_PA2_RUN1_RF,PA2,RUN1,RF,elevation ,2,0.001114,Elevation ,Land Use
Culicoides_PA2_RUN1_RF,PA2,RUN1,RF,elevation ,3,0.001216,Elevation ,Land Use
Culicoides_PA2_RUN1_RF,PA2,RUN1,RF,elevation ,4,0.001453,Elevation ,Land Use
Culicoides_PA2_RUN1_RF,PA2,RUN1,RF,elevation ,5,0.001378,Elevation ,Land Use
Culicoides_PA2_RUN3_RF,PA2,RUN3,RF,elevation ,1,3.68E-04,Elevation ,Land Use
Culicoides_PA2_RUN3_RF,PA2,RUN3,RF,elevation ,2,3.78E-04,Elevation ,Land Use
Culicoides_PA2_RUN3_RF,PA2,RUN3,RF,elevation ,3,3.29E-04,Elevation ,Land Use
Culicoides_PA2_RUN3_RF,PA2,RUN3,RF,elevation ,4,3.90E-04,Elevation ,Land Use
Culicoides_PA2_RUN3_RF,PA2,RUN3,RF,elevation ,5,4.28E-04,Elevation ,Land Use
Culicoides_PA2_RUN4_RF,PA2,RUN4,RF,elevation ,1,0.002153,Elevation ,Land Use
Culicoides_PA2_RUN4_RF,PA2,RUN4,RF,elevation ,2,0.002414,Elevation ,Land Use
Culicoides_PA2_RUN4_RF,PA2,RUN4,RF,elevation ,3,0.001982,Elevation ,Land Use
Culicoides_PA2_RUN4_RF,PA2,RUN4,RF,elevation ,4,0.002044,Elevation ,Land Use
Culicoides_PA2_RUN4_RF,PA2,RUN4,RF,elevation ,5,0.002166,Elevation ,Land Use
Culicoides_PA2_allRun_RF,PA2,allRun,RF,elevation ,1,0.001208,Elevation ,Land Use
Culicoides_PA2_allRun_RF,PA2,allRun,RF,elevation ,2,9.89E-04,Elevation ,Land Use
Culicoides_PA2_allRun_RF,PA2,allRun,RF,elevation ,3,0.001074,Elevation ,Land Use
Culicoides_PA2_allRun_RF,PA2,allRun,RF,elevation ,4,9.83E-04,Elevation ,Land Use
Culicoides_PA2_allRun_RF,PA2,allRun,RF,elevation ,5,0.00114,Elevation ,Land Use
Culicoides_PA3_RUN1_RF,PA3,RUN1,RF,elevation ,1,0.001237,Elevation ,Land Use
Culicoides_PA3_RUN1_RF,PA3,RUN1,RF,elevation ,2,0.001185,Elevation ,Land Use
Culicoides_PA3_RUN1_RF,PA3,RUN1,RF,elevation ,3,0.001288,Elevation ,Land Use
Culicoides_PA3_RUN1_RF,PA3,RUN1,RF,elevation ,4,0.001296,Elevation ,Land Use
Culicoides_PA3_RUN1_RF,PA3,RUN1,RF,elevation ,5,0.001106,Elevation ,Land Use
Culicoides_PA3_RUN3_RF,PA3,RUN3,RF,elevation ,1,6.22E-04,Elevation ,Land Use
Culicoides_PA3_RUN3_RF,PA3,RUN3,RF,elevation ,2,6.05E-04,Elevation ,Land Use
Culicoides_PA3_RUN3_RF,PA3,RUN3,RF,elevation ,3,6.66E-04,Elevation ,Land Use
Culicoides_PA3_RUN3_RF,PA3,RUN3,RF,elevation ,4,7.20E-04,Elevation ,Land Use
Culicoides_PA3_RUN3_RF,PA3,RUN3,RF,elevation ,5,7.51E-04,Elevation ,Land Use
Culicoides_PA3_RUN4_RF,PA3,RUN4,RF,elevation ,1,0.001239,Elevation ,Land Use
Culicoides_PA3_RUN4_RF,PA3,RUN4,RF,elevation ,2,0.001317,Elevation ,Land Use
Culicoides_PA3_RUN4_RF,PA3,RUN4,RF,elevation ,3,0.001138,Elevation ,Land Use
Culicoides_PA3_RUN4_RF,PA3,RUN4,RF,elevation ,4,0.001247,Elevation ,Land Use
Culicoides_PA3_RUN4_RF,PA3,RUN4,RF,elevation ,5,0.001132,Elevation ,Land Use
Culicoides_PA3_allRun_RF,PA3,allRun,RF,elevation ,1,7.78E-04,Elevation ,Land Use
Culicoides_PA3_allRun_RF,PA3,allRun,RF,elevation ,2,7.51E-04,Elevation ,Land Use
Culicoides_PA3_allRun_RF,PA3,allRun,RF,elevation ,3,7.63E-04,Elevation ,Land Use
Culicoides_PA3_allRun_RF,PA3,allRun,RF,elevation ,4,7.47E-04,Elevation ,Land Use
Culicoides_PA3_allRun_RF,PA3,allRun,RF,elevation ,5,5.88E-04,Elevation ,Land Use
Culicoides_allData_allRun_RF,allData,allRun,RF,elevation ,1,0.0015,Elevation ,Land Use
Culicoides_allData_allRun_RF,allData,allRun,RF,elevation ,2,8.92E-04,Elevation ,Land Use
Culicoides_allData_allRun_RF,allData,allRun,RF,elevation ,3,8.95E-04,Elevation ,Land Use
Culicoides_allData_allRun_RF,allData,allRun,RF,elevation ,4,0.001665,Elevation ,Land Use
Culicoides_allData_allRun_RF,allData,allRun,RF,elevation ,5,0.001625,Elevation ,Land Use
Culicoides_PA1_RUN1_RF,PA1,RUN1,RF,Forest loss,1,0.001377,Forest Loss,Land Use
Culicoides_PA1_RUN1_RF,PA1,RUN1,RF,Forest loss,2,0.001356,Forest Loss,Land Use
Culicoides_PA1_RUN1_RF,PA1,RUN1,RF,Forest loss,3,0.00143,Forest Loss,Land Use
Culicoides_PA1_RUN1_RF,PA1,RUN1,RF,Forest loss,4,0.001406,Forest Loss,Land Use
Culicoides_PA1_RUN1_RF,PA1,RUN1,RF,Forest loss,5,0.001214,Forest Loss,Land Use
Culicoides_PA1_RUN3_RF,PA1,RUN3,RF,Forest loss,1,8.62E-04,Forest Loss,Land Use
Culicoides_PA1_RUN3_RF,PA1,RUN3,RF,Forest loss,2,7.50E-04,Forest Loss,Land Use
Culicoides_PA1_RUN3_RF,PA1,RUN3,RF,Forest loss,3,6.79E-04,Forest Loss,Land Use
Culicoides_PA1_RUN3_RF,PA1,RUN3,RF,Forest loss,4,7.33E-04,Forest Loss,Land Use
Culicoides_PA1_RUN3_RF,PA1,RUN3,RF,Forest loss,5,7.69E-04,Forest Loss,Land Use
Culicoides_PA1_RUN4_RF,PA1,RUN4,RF,Forest loss,1,0.004516,Forest Loss,Land Use
Culicoides_PA1_RUN4_RF,PA1,RUN4,RF,Forest loss,2,0.00468,Forest Loss,Land Use
Culicoides_PA1_RUN4_RF,PA1,RUN4,RF,Forest loss,3,0.004831,Forest Loss,Land Use
Culicoides_PA1_RUN4_RF,PA1,RUN4,RF,Forest loss,4,0.004119,Forest Loss,Land Use
Culicoides_PA1_RUN4_RF,PA1,RUN4,RF,Forest loss,5,0.004752,Forest Loss,Land Use
Culicoides_PA1_allRun_RF,PA1,allRun,RF,Forest loss,1,9.25E-04,Forest Loss,Land Use
Culicoides_PA1_allRun_RF,PA1,allRun,RF,Forest loss,2,0.001009,Forest Loss,Land Use
Culicoides_PA1_allRun_RF,PA1,allRun,RF,Forest loss,3,9.43E-04,Forest Loss,Land Use
Culicoides_PA1_allRun_RF,PA1,allRun,RF,Forest loss,4,9.39E-04,Forest Loss,Land Use
Culicoides_PA1_allRun_RF,PA1,allRun,RF,Forest loss,5,9.36E-04,Forest Loss,Land Use
Culicoides_PA2_RUN1_RF,PA2,RUN1,RF,Forest loss,1,0.002047,Forest Loss,Land Use
Culicoides_PA2_RUN1_RF,PA2,RUN1,RF,Forest loss,2,0.002004,Forest Loss,Land Use
Culicoides_PA2_RUN1_RF,PA2,RUN1,RF,Forest loss,3,0.002264,Forest Loss,Land Use
Culicoides_PA2_RUN1_RF,PA2,RUN1,RF,Forest loss,4,0.002022,Forest Loss,Land Use
Culicoides_PA2_RUN1_RF,PA2,RUN1,RF,Forest loss,5,0.001871,Forest Loss,Land Use
Culicoides_PA2_RUN3_RF,PA2,RUN3,RF,Forest loss,1,0.001441,Forest Loss,Land Use
Culicoides_PA2_RUN3_RF,PA2,RUN3,RF,Forest loss,2,0.001534,Forest Loss,Land Use
Culicoides_PA2_RUN3_RF,PA2,RUN3,RF,Forest loss,3,0.001637,Forest Loss,Land Use
Culicoides_PA2_RUN3_RF,PA2,RUN3,RF,Forest loss,4,0.001692,Forest Loss,Land Use
Culicoides_PA2_RUN3_RF,PA2,RUN3,RF,Forest loss,5,0.001379,Forest Loss,Land Use
Culicoides_PA2_RUN4_RF,PA2,RUN4,RF,Forest loss,1,0.006011,Forest Loss,Land Use
Culicoides_PA2_RUN4_RF,PA2,RUN4,RF,Forest loss,2,0.004838,Forest Loss,Land Use
Culicoides_PA2_RUN4_RF,PA2,RUN4,RF,Forest loss,3,0.005435,Forest Loss,Land Use
Culicoides_PA2_RUN4_RF,PA2,RUN4,RF,Forest loss,4,0.005462,Forest Loss,Land Use
Culicoides_PA2_RUN4_RF,PA2,RUN4,RF,Forest loss,5,0.005418,Forest Loss,Land Use
Culicoides_PA2_allRun_RF,PA2,allRun,RF,Forest loss,1,0.001641,Forest Loss,Land Use
Culicoides_PA2_allRun_RF,PA2,allRun,RF,Forest loss,2,0.001883,Forest Loss,Land Use
Culicoides_PA2_allRun_RF,PA2,allRun,RF,Forest loss,3,0.001786,Forest Loss,Land Use
Culicoides_PA2_allRun_RF,PA2,allRun,RF,Forest loss,4,0.001966,Forest Loss,Land Use
Culicoides_PA2_allRun_RF,PA2,allRun,RF,Forest loss,5,0.001772,Forest Loss,Land Use
Culicoides_PA3_RUN1_RF,PA3,RUN1,RF,Forest loss,1,0.003615,Forest Loss,Land Use
Culicoides_PA3_RUN1_RF,PA3,RUN1,RF,Forest loss,2,0.004195,Forest Loss,Land Use
Culicoides_PA3_RUN1_RF,PA3,RUN1,RF,Forest loss,3,0.003587,Forest Loss,Land Use
Culicoides_PA3_RUN1_RF,PA3,RUN1,RF,Forest loss,4,0.003969,Forest Loss,Land Use
Culicoides_PA3_RUN1_RF,PA3,RUN1,RF,Forest loss,5,0.003867,Forest Loss,Land Use
Culicoides_PA3_RUN3_RF,PA3,RUN3,RF,Forest loss,1,0.001699,Forest Loss,Land Use
Culicoides_PA3_RUN3_RF,PA3,RUN3,RF,Forest loss,2,0.001382,Forest Loss,Land Use
Culicoides_PA3_RUN3_RF,PA3,RUN3,RF,Forest loss,3,0.001506,Forest Loss,Land Use
Culicoides_PA3_RUN3_RF,PA3,RUN3,RF,Forest loss,4,0.001413,Forest Loss,Land Use
Culicoides_PA3_RUN3_RF,PA3,RUN3,RF,Forest loss,5,0.001707,Forest Loss,Land Use
Culicoides_PA3_RUN4_RF,PA3,RUN4,RF,Forest loss,1,0.006556,Forest Loss,Land Use
Culicoides_PA3_RUN4_RF,PA3,RUN4,RF,Forest loss,2,0.005808,Forest Loss,Land Use
Culicoides_PA3_RUN4_RF,PA3,RUN4,RF,Forest loss,3,0.005651,Forest Loss,Land Use
Culicoides_PA3_RUN4_RF,PA3,RUN4,RF,Forest loss,4,0.006301,Forest Loss,Land Use
Culicoides_PA3_RUN4_RF,PA3,RUN4,RF,Forest loss,5,0.005882,Forest Loss,Land Use
Culicoides_PA3_allRun_RF,PA3,allRun,RF,Forest loss,1,0.004694,Forest Loss,Land Use
Culicoides_PA3_allRun_RF,PA3,allRun,RF,Forest loss,2,0.004481,Forest Loss,Land Use
Culicoides_PA3_allRun_RF,PA3,allRun,RF,Forest loss,3,0.003998,Forest Loss,Land Use
Culicoides_PA3_allRun_RF,PA3,allRun,RF,Forest loss,4,0.004324,Forest Loss,Land Use
Culicoides_PA3_allRun_RF,PA3,allRun,RF,Forest loss,5,0.004362,Forest Loss,Land Use
Culicoides_allData_allRun_RF,allData,allRun,RF,Forest loss,1,0.001174,Forest Loss,Land Use
Culicoides_allData_allRun_RF,allData,allRun,RF,Forest loss,2,0.001257,Forest Loss,Land Use
Culicoides_allData_allRun_RF,allData,allRun,RF,Forest loss,3,0.001182,Forest Loss,Land Use
Culicoides_allData_allRun_RF,allData,allRun,RF,Forest loss,4,0.001183,Forest Loss,Land Use
Culicoides_allData_allRun_RF,allData,allRun,RF,Forest loss,5,0.00115,Forest Loss,Land Use
Culicoides_PA1_RUN1_RF,PA1,RUN1,RF,Forests evergreen broadleaf ,1,0.00159,Forests Evergreen Broadleaf ,Land Use
Culicoides_PA1_RUN1_RF,PA1,RUN1,RF,Forests evergreen broadleaf ,2,0.001242,Forests Evergreen Broadleaf ,Land Use
Culicoides_PA1_RUN1_RF,PA1,RUN1,RF,Forests evergreen broadleaf ,3,0.001625,Forests Evergreen Broadleaf ,Land Use
Culicoides_PA1_RUN1_RF,PA1,RUN1,RF,Forests evergreen broadleaf ,4,0.001601,Forests Evergreen Broadleaf ,Land Use
Culicoides_PA1_RUN1_RF,PA1,RUN1,RF,Forests evergreen broadleaf ,5,0.001525,Forests Evergreen Broadleaf ,Land Use
Culicoides_PA1_RUN3_RF,PA1,RUN3,RF,Forests evergreen broadleaf ,1,0.002211,Forests Evergreen Broadleaf ,Land Use
Culicoides_PA1_RUN3_RF,PA1,RUN3,RF,Forests evergreen broadleaf ,2,0.002271,Forests Evergreen Broadleaf ,Land Use
Culicoides_PA1_RUN3_RF,PA1,RUN3,RF,Forests evergreen broadleaf ,3,0.001969,Forests Evergreen Broadleaf ,Land Use
Culicoides_PA1_RUN3_RF,PA1,RUN3,RF,Forests evergreen broadleaf ,4,0.002291,Forests Evergreen Broadleaf ,Land Use
Culicoides_PA1_RUN3_RF,PA1,RUN3,RF,Forests evergreen broadleaf ,5,0.002057,Forests Evergreen Broadleaf ,Land Use
Culicoides_PA1_RUN4_RF,PA1,RUN4,RF,Forests evergreen broadleaf ,1,7.32E-04,Forests Evergreen Broadleaf ,Land Use
Culicoides_PA1_RUN4_RF,PA1,RUN4,RF,Forests evergreen broadleaf ,2,8.81E-04,Forests Evergreen Broadleaf ,Land Use
Culicoides_PA1_RUN4_RF,PA1,RUN4,RF,Forests evergreen broadleaf ,3,7.59E-04,Forests Evergreen Broadleaf ,Land Use
Culicoides_PA1_RUN4_RF,PA1,RUN4,RF,Forests evergreen broadleaf ,4,7.40E-04,Forests Evergreen Broadleaf ,Land Use
Culicoides_PA1_RUN4_RF,PA1,RUN4,RF,Forests evergreen broadleaf ,5,8.10E-04,Forests Evergreen Broadleaf ,Land Use
Culicoides_PA1_allRun_RF,PA1,allRun,RF,Forests evergreen broadleaf ,1,9.10E-04,Forests Evergreen Broadleaf ,Land Use
Culicoides_PA1_allRun_RF,PA1,allRun,RF,Forests evergreen broadleaf ,2,9.07E-04,Forests Evergreen Broadleaf ,Land Use
Culicoides_PA1_allRun_RF,PA1,allRun,RF,Forests evergreen broadleaf ,3,8.78E-04,Forests Evergreen Broadleaf ,Land Use
Culicoides_PA1_allRun_RF,PA1,allRun,RF,Forests evergreen broadleaf ,4,9.40E-04,Forests Evergreen Broadleaf ,Land Use
Culicoides_PA1_allRun_RF,PA1,allRun,RF,Forests evergreen broadleaf ,5,7.12E-04,Forests Evergreen Broadleaf ,Land Use
Culicoides_PA2_RUN1_RF,PA2,RUN1,RF,Forests evergreen broadleaf ,1,0.004985,Forests Evergreen Broadleaf ,Land Use
Culicoides_PA2_RUN1_RF,PA2,RUN1,RF,Forests evergreen broadleaf ,2,0.004603,Forests Evergreen Broadleaf ,Land Use
Culicoides_PA2_RUN1_RF,PA2,RUN1,RF,Forests evergreen broadleaf ,3,0.004158,Forests Evergreen Broadleaf ,Land Use
Culicoides_PA2_RUN1_RF,PA2,RUN1,RF,Forests evergreen broadleaf ,4,0.004284,Forests Evergreen Broadleaf ,Land Use
Culicoides_PA2_RUN1_RF,PA2,RUN1,RF,Forests evergreen broadleaf ,5,0.004825,Forests Evergreen Broadleaf ,Land Use
Culicoides_PA2_RUN3_RF,PA2,RUN3,RF,Forests evergreen broadleaf ,1,0.00198,Forests Evergreen Broadleaf ,Land Use
Culicoides_PA2_RUN3_RF,PA2,RUN3,RF,Forests evergreen broadleaf ,2,0.001717,Forests Evergreen Broadleaf ,Land Use
Culicoides_PA2_RUN3_RF,PA2,RUN3,RF,Forests evergreen broadleaf ,3,0.001981,Forests Evergreen Broadleaf ,Land Use
Culicoides_PA2_RUN3_RF,PA2,RUN3,RF,Forests evergreen broadleaf ,4,0.001818,Forests Evergreen Broadleaf ,Land Use
Culicoides_PA2_RUN3_RF,PA2,RUN3,RF,Forests evergreen broadleaf ,5,0.002062,Forests Evergreen Broadleaf ,Land Use
Culicoides_PA2_RUN4_RF,PA2,RUN4,RF,Forests evergreen broadleaf ,1,0.002699,Forests Evergreen Broadleaf ,Land Use
Culicoides_PA2_RUN4_RF,PA2,RUN4,RF,Forests evergreen broadleaf ,2,0.002805,Forests Evergreen Broadleaf ,Land Use
Culicoides_PA2_RUN4_RF,PA2,RUN4,RF,Forests evergreen broadleaf ,3,0.002776,Forests Evergreen Broadleaf ,Land Use
Culicoides_PA2_RUN4_RF,PA2,RUN4,RF,Forests evergreen broadleaf ,4,0.002593,Forests Evergreen Broadleaf ,Land Use
Culicoides_PA2_RUN4_RF,PA2,RUN4,RF,Forests evergreen broadleaf ,5,0.002748,Forests Evergreen Broadleaf ,Land Use
Culicoides_PA2_allRun_RF,PA2,allRun,RF,Forests evergreen broadleaf ,1,0.004865,Forests Evergreen Broadleaf ,Land Use
Culicoides_PA2_allRun_RF,PA2,allRun,RF,Forests evergreen broadleaf ,2,0.004794,Forests Evergreen Broadleaf ,Land Use
Culicoides_PA2_allRun_RF,PA2,allRun,RF,Forests evergreen broadleaf ,3,0.005167,Forests Evergreen Broadleaf ,Land Use
Culicoides_PA2_allRun_RF,PA2,allRun,RF,Forests evergreen broadleaf ,4,0.004497,Forests Evergreen Broadleaf ,Land Use
