"","Longitude","Latitude","occurrence"
"302",-48.108265,-24.7300224,1
"303",-42.8437621,-6.243525,1
"304",-61.6586696,-3.7482008,1
"305",-54.6387229,-16.4654757,1
"306",-60.9431394,-2.6232344,1
"307",-35.6280113,-8.8076457,1
"308",-61.4548539,-11.4319111,1
"309",-57.3954306,-9.5637767,1
"310",-57.4875157,-14.6197344,1
"311",-40.7436597,-20.0260669,1
"312",-38.325345,-12.7001932,1
"313",-53.8939223,-23.8728458,1
"314",-46.1379734,-1.2066664,1
"315",-70.0251046,-7.4335328,1
"316",-35.1517039,-8.6597515,1
"317",-59.0932582,-3.8904517,1
"318",-41.3632708,-21.0625306,1
"319",-38.9642116,-12.6022814,1
"320",-37.4496608,-6.4895707,1
"321",-43.8597346,-20.5026936,1
"322",-37.2059343,-11.0122334,1
"323",-61.1787589,-11.6774569,1
"324",-43.360096,-3.7415256,1
"325",-40.0979396,-19.1911851,1
"326",-54.7935209,-22.0806606,1
"327",-58.1537189,-3.1291047,1
"328",-44.7769469,-3.4565674,1
"329",-52.6065512,-23.6569437,1
"330",-52.9845289,-27.0736946,1
"331",-39.5679864,-13.2583796,1
"332",-40.7500283,-20.6351751,1
"333",-39.2820788,-14.7924167,1
"334",-43.5876835,-16.8482431,1
"335",-61.0468851,-13.4813844,1
"336",-50.6372036,-3.8363015,1
"337",-42.8584458,-22.7472462,1
"338",-40.6307885,-19.5368995,1
"339",-38.4211223,-12.1339689,1
"340",-37.1261924,-10.8550363,1
"341",-35.1147634,-8.5926135,1
"342",-41.2344298,-18.5682016,1
"343",-68.7408898,-11.0293948,1
"344",-43.0381736,-22.6546807,1
"345",-47.6085589,-16.7639015,1
"346",-62.0640676,-3.8428071,1
"347",-39.5903468,-14.8659242,1
"348",-57.7555674,-2.5323087,1
"349",-47.3119448,-1.1893196,1
"350",-55.4554445,-10.8037439,1
"351",-40.5778538,-14.8659489,1
"352",-43.4302005,-22.7832495,1
"353",-51.3448365,-20.4279737,1
"354",-39.3683973,-14.161381,1
"355",-68.9507016,-3.462664,1
"356",-42.6449593,-19.5823775,1
"357",-40.37156,-7.0743223,1
"358",-59.2243903,-9.4623873,1
"359",-40.4090852,-14.9781116,1
"360",-43.0477582,-22.8235278,1
"361",-43.0814368,-18.6664562,1
"362",-36.4964613,-8.8908765,1
"363",-51.9507547,0.777081,1
"364",-49.2694666,-8.2625656,1
"365",-40.6630165,-7.4453404,1
"366",-34.9342394,-6.6901902,1
"367",-40.7230627,-20.8382491,1
"368",-38.7302215,-4.2238817,1
"369",-62.3565156,1.9700518,1
"370",-48.3739943,-1.3649909,1
"371",-59.6340059,3.8797158,1
"372",-35.9715362,-8.2822979,1
"373",-48.9907432,-24.6592256,1
"374",-39.0452202,-13.4849,1
"375",-39.456067,-13.0471435,1
"376",-56.4734934,-9.6664516,1
"377",-43.449505,-22.759464,1
"378",-61.7797286,-11.9064444,1
"379",-46.9026685,-1.0769505,1
"380",-61.9489617,-11.4267577,1
"381",-61.517137,-11.1977198,1
"382",-53.3779216,-32.5651057,1
"383",-46.3886147,-21.9234119,1
"384",-61.901666,-11.1691469,1
"385",-39.7421813,-17.5400307,1
"386",-42.6527687,-22.4639816,1
"387",-42.4782318,-18.8238452,1
"388",-53.8576778,-24.9342644,1
"389",-34.8828969,-8.0578381,1
"390",-47.8825849,-24.7139663,1
"391",-48.1211721,-5.6486644,1
"392",-47.8918874,-15.7975154,1
"393",-43.9882155,-6.4319256,1
"394",-42.5340796,-22.2887261,1
"395",-67.3973478,-8.7534042,1
"396",-34.9944969,-8.0232973,1
"397",-49.174375,-26.7376427,1
"398",-42.2819719,-18.619454,1
"399",-39.5881125,-16.3751025,1
"400",-36.0017605,-9.5148856,1
"401",-60.9460336,-12.9985505,1
"402",-47.5035086,-4.9537152,1
"403",-43.9386685,-19.919052,1
"404",-39.0897198,-12.8477119,1
"405",-44.780044,-4.2310701,1
"406",-68.1988872,-3.3677529,1
"407",-49.6055321,-6.0994913,1
"408",-39.3248459,-14.316809,1
"409",-65.589998,-1.8592832,1
"410",-50.7994654,0.9692602,1
"411",-35.4864374,-7.5910756,1
"412",-55.9093949,-13.0764296,1
"413",-46.3317787,-23.9592201,1
"414",-43.422273,-22.4260278,1
"415",-59.836575,3.3612953,1
"416",-49.0711631,-26.4201724,1
"417",-39.0008944,-13.0778083,1
"418",-48.9518032,-16.9726848,1
"419",-41.6722965,-20.7697279,1
"420",-42.9795361,-22.5212452,1
"421",-54.4814924,-16.6213797,1
"422",-51.2089887,-30.0368176,1
"423",-35.6617971,-8.4199867,1
"424",-59.4523985,-10.1758814,1
"425",-55.7226752,-12.5407237,1
"426",-52.540469,-3.3032362,1
"427",-39.3748793,-13.7602091,1
"428",-62.3518959,-10.2428057,1
"429",-49.2651984,-25.4268985,1
"430",-48.1398999,-0.8564336,1
"431",-48.7684454,-27.5178524,1
"432",-37.2550857,-4.8403406,1
"433",-37.0185617,-10.4546371,1
"434",-60.4598985,-3.4298206,1
"435",-36.6639697,-9.7555596,1
"436",-61.4048758,-3.5790457,1
"437",-44.0934196,-22.5082014,1
"438",-51.0862516,-26.2274158,1
"439",-53.6253934,-23.3949096,1
"440",-68.2436751,-6.4395919,1
"441",-37.4347862,-10.2156411,1
"442",-48.1373856,-5.1837106,1
"443",-39.4215,-13.1674,1
"444",-39.0735,-13.3706,1
"445",-39.4846,-13.5898,1
"446",-39.5046,-13.2283,1
"447",-39.1004,-13.5378,1
"448",-38.5014,-12.9714,1
"449",-56.7226,-14.8292,1
"450",-55.1629,-15.5458,1
"451",-72.6756,-7.6303,1
"452",-49.0683,-27.1986,1
"453",-42.6276,-19.5186,1
"454",-42.6469,-19.5811,1
"455",-42.6769,-19.1758,1
"456",-70.812,-9.0238,1
"457",-65.8561,-3.4168,1
"458",-63.303,-10.8314,1
"459",-62.0751,2.7376,1
